Index,ctrgcn-B,ctrgcn-BM,ctrgcn-J,ctrgcn-JM,mstgcn-B,mstgcn-BM,mstgcn-J,mstgcn-JM,skkmixf-B,skkmixf-J,skmixf-B,skmixf-BM,skmixf-J,skmixf-JM,tdgcn-B,tdgcn-BM,tdgcn-J,tdgcn-JM,tegcn-B,tegcn-J
1306,16,17,16,17,16,26,16,17,16,16,16,26,16,26,16,17,16,37,16,16
1307,11,11,104,12,11,73,11,73,11,99,99,11,99,11,107,21,11,107,121,99
1308,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1309,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
1310,28,14,28,14,28,1,28,127,14,28,28,6,28,127,48,1,28,14,8,28
1311,77,95,77,130,77,78,77,95,77,77,77,95,77,77,77,95,77,77,77,130
1312,83,78,83,77,83,132,86,132,86,80,83,132,86,132,77,90,83,132,77,86
1313,152,138,30,100,30,46,30,100,72,30,3,72,30,100,103,61,30,138,30,67
1314,143,23,139,110,143,143,143,110,143,139,142,88,143,104,143,150,139,47,111,111
1315,32,150,145,47,23,102,145,142,20,32,32,5,32,34,32,5,145,133,57,143
1316,140,140,140,140,140,129,140,42,140,140,140,129,140,140,140,140,140,140,140,140
1317,85,85,85,75,75,76,88,75,85,85,85,88,85,85,85,85,88,85,148,85
1318,133,133,133,123,123,94,133,131,47,133,88,47,47,133,133,88,133,133,82,95
1319,117,117,117,117,117,26,19,117,117,117,117,117,117,117,117,117,117,117,117,117
1320,150,12,150,12,139,126,150,12,150,139,150,18,150,109,150,109,11,63,150,139
1321,128,128,128,126,128,9,128,128,46,128,46,142,46,128,128,128,128,128,128,128
1322,88,88,142,93,142,142,4,88,47,137,88,133,142,47,133,20,142,88,142,150
1323,99,73,99,143,99,42,99,57,105,99,99,102,99,143,99,69,99,105,99,99
1324,42,42,42,150,42,42,12,42,42,42,42,126,42,42,42,42,42,42,18,42
1325,109,69,23,71,64,69,23,23,45,21,109,23,23,23,109,23,109,23,138,118
1326,138,138,68,138,69,138,68,138,138,45,67,138,138,138,138,138,69,138,138,138
1327,7,30,7,56,7,127,4,46,7,4,7,61,7,127,7,61,54,56,4,4
1328,133,80,88,92,132,133,133,93,133,133,88,133,133,90,133,75,133,96,88,88
1329,122,141,122,124,122,68,124,127,122,122,122,122,122,124,124,127,124,122,124,124
1330,136,71,137,128,128,137,136,126,128,142,128,142,136,128,128,128,137,128,128,128
1331,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
1332,42,1,44,1,9,1,44,34,47,42,42,1,42,34,1,1,42,1,1,1
1333,140,140,149,149,140,140,149,149,140,140,140,149,140,140,140,140,149,140,149,140
1334,135,79,135,98,135,79,135,79,135,135,79,79,135,79,135,79,135,98,98,74
1335,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
1336,117,117,117,117,117,19,117,117,117,117,117,117,117,117,117,117,117,117,117,117
1337,6,128,6,137,142,142,128,46,128,6,6,139,12,128,128,128,6,137,121,128
1338,40,24,31,24,31,64,31,24,31,31,24,24,31,24,40,64,24,24,24,24
1339,142,128,4,7,137,128,143,139,47,142,142,142,122,142,137,128,139,122,123,122
1340,24,36,24,68,24,36,24,36,150,24,24,47,24,36,150,36,24,68,24,24
1341,128,128,128,128,128,128,128,128,122,128,128,128,128,128,128,128,128,136,128,128
1342,142,121,6,46,6,142,128,6,50,49,32,57,6,69,6,69,142,142,105,143
1343,106,106,106,107,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
1344,7,22,7,22,61,7,7,30,7,7,7,66,7,59,7,23,7,59,7,7
1345,6,121,6,136,151,142,6,143,50,6,20,149,6,29,6,149,6,142,20,6
1346,142,5,47,48,142,7,142,80,47,47,48,48,47,142,142,128,142,105,123,136
1347,128,128,128,137,128,128,128,128,128,128,128,128,123,128,128,128,128,128,128,128
1348,32,9,100,100,32,32,100,32,32,100,100,28,100,100,32,32,100,100,32,100
1349,15,18,15,18,67,144,15,18,18,67,67,144,15,18,67,144,67,18,67,67
1350,128,137,136,137,141,128,136,137,126,128,66,128,69,128,61,137,136,151,66,128
1351,133,133,88,123,142,48,142,88,133,133,88,47,88,133,133,142,133,133,82,122
1352,54,7,7,66,151,66,54,7,7,54,7,60,7,22,151,7,7,7,54,7
1353,89,88,90,90,89,133,79,97,89,86,74,93,75,97,89,75,89,89,89,86
1354,29,63,6,6,29,63,29,6,6,6,29,29,6,6,29,63,6,6,6,6
1355,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,45,25,25
1356,118,72,118,72,118,72,118,72,118,118,118,47,118,100,118,72,118,118,118,118
1357,118,43,43,43,118,43,118,118,118,118,118,43,118,43,118,118,118,118,118,118
1358,130,130,130,75,130,131,130,130,130,130,130,93,130,130,130,130,130,130,130,130
1359,79,130,79,79,79,79,79,130,79,79,79,79,130,79,79,79,79,79,79,79
1360,125,30,24,24,13,145,31,5,13,31,36,108,24,125,125,109,24,64,64,24
1361,4,4,4,4,4,4,4,4,4,4,4,49,4,4,4,4,4,4,4,4
1362,111,111,111,111,111,111,111,71,111,111,111,111,111,111,111,111,111,111,111,111
1363,29,29,7,29,29,29,29,29,66,29,29,29,29,30,66,29,29,21,29,54
1364,42,117,42,74,126,127,126,40,140,126,126,101,126,115,42,117,112,101,112,112
1365,77,77,77,77,77,130,77,95,77,77,77,130,77,130,77,77,77,130,77,77
1366,85,76,84,75,76,76,85,76,85,84,84,76,84,87,84,75,88,76,84,84
1367,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
1368,61,60,60,61,60,60,60,60,60,60,61,60,60,61,60,60,60,61,60,60
1369,49,7,49,137,151,124,49,61,4,4,4,151,4,49,60,4,49,7,4,49
1370,82,74,74,74,82,74,82,76,74,82,82,74,82,76,82,74,82,76,82,82
1371,115,115,115,40,115,115,115,115,115,115,115,115,115,115,115,107,115,115,116,115
1372,133,133,88,142,142,128,142,88,47,133,88,47,88,133,133,142,133,133,123,88
1373,127,46,127,127,46,124,127,127,9,127,127,124,127,46,127,141,127,46,127,127
1374,150,66,11,140,11,61,11,137,12,66,66,58,66,107,139,60,66,107,11,12
1375,8,47,57,47,57,47,57,8,109,57,57,47,57,100,8,100,57,102,57,42
1376,49,50,49,49,49,50,49,50,49,49,49,49,49,50,49,50,49,50,54,49
1377,66,122,66,66,137,128,29,128,137,66,66,141,66,136,66,128,66,128,66,66
1378,60,9,8,10,25,16,141,14,1,25,46,142,60,126,25,1,25,29,141,141
1379,4,54,4,54,54,4,4,54,54,4,4,4,4,61,54,4,52,60,54,4
1380,30,59,30,5,30,23,30,30,30,30,30,30,30,112,30,5,30,30,30,30
1381,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1382,77,130,77,77,77,130,77,77,77,77,77,79,77,77,77,77,77,87,77,87
1383,110,99,114,73,143,73,123,73,110,143,111,73,114,73,110,73,110,73,106,114
1384,15,15,70,15,15,13,65,13,15,70,15,13,70,18,15,13,70,15,70,15
1385,23,46,23,6,23,46,21,6,23,23,23,22,23,6,23,6,23,6,23,23
1386,134,134,98,92,134,98,86,89,134,75,74,97,134,92,134,148,134,98,134,134
1387,43,72,38,72,41,72,38,72,43,38,43,72,38,72,43,72,43,72,72,38
1388,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
1389,18,18,18,47,36,15,64,0,15,19,64,13,0,13,0,33,15,18,30,33
1390,38,118,68,69,68,70,38,47,118,38,38,70,38,118,38,31,38,70,38,38
1391,130,133,146,146,134,146,134,146,148,97,78,86,97,133,148,133,146,133,97,78
1392,41,5,139,49,142,128,142,123,47,126,31,5,47,51,133,20,145,49,142,19
1393,23,66,139,142,23,29,139,82,6,72,72,109,72,139,59,66,109,69,23,143
1394,97,134,89,97,134,94,85,89,89,89,89,134,89,134,75,94,134,132,97,89
1395,133,123,47,51,142,128,123,123,47,142,48,128,47,19,133,128,47,123,122,47
1396,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
1397,130,93,131,78,83,134,131,79,135,131,87,97,89,89,130,135,131,78,94,89
1398,141,149,141,149,15,124,12,53,12,141,12,36,66,122,145,26,145,122,141,124
1399,123,133,88,123,123,97,122,123,123,123,123,47,123,47,133,88,47,96,82,134
1400,14,42,14,53,14,138,14,1,47,14,145,150,14,35,14,1,14,1,14,14
1401,144,34,144,13,144,13,144,13,34,144,144,18,13,13,144,13,144,13,144,13
1402,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
1403,85,85,85,85,85,85,85,85,85,85,85,75,85,77,95,85,85,85,85,85
1404,125,67,40,118,36,118,36,47,125,40,64,47,36,100,118,31,125,118,36,36
1405,28,9,28,9,28,10,28,10,28,9,28,9,28,9,28,9,10,33,28,10
1406,127,122,127,122,122,46,128,122,122,122,128,122,123,122,127,122,122,122,122,128
1407,32,46,32,32,32,7,32,4,32,72,32,56,32,141,32,21,32,21,32,32
1408,121,100,121,103,29,109,29,103,29,29,63,128,121,58,29,100,29,109,29,29
1409,12,139,138,17,12,139,12,42,73,150,140,150,140,102,145,17,150,69,145,150
1410,36,127,127,46,127,46,125,46,100,36,57,127,125,127,36,46,127,127,36,36
1411,74,76,79,89,76,75,79,130,76,90,87,130,87,130,74,130,76,77,90,132
1412,95,130,84,95,89,130,84,130,93,85,146,131,146,130,146,93,84,148,94,130
1413,133,133,88,123,142,142,133,88,88,133,88,47,88,133,133,88,133,133,14,88
1414,54,50,54,121,54,54,54,51,54,54,54,54,54,53,54,53,54,54,53,54
1415,144,122,29,71,126,10,144,65,144,144,144,38,144,42,18,47,15,68,18,0
1416,94,94,94,134,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
1417,72,72,72,125,72,108,72,108,26,72,72,70,72,108,72,108,72,24,26,72
1418,142,111,142,133,142,143,4,47,47,142,142,88,142,110,142,99,142,142,142,47
1419,110,110,55,55,110,55,110,55,110,110,110,55,55,55,110,55,55,55,110,110
1420,57,128,10,137,100,128,48,137,128,126,126,128,9,128,48,128,9,128,154,126
1421,89,90,90,90,88,90,90,88,89,76,91,89,77,75,75,85,89,85,84,86
1422,31,26,31,67,39,26,31,27,26,117,117,26,117,26,39,56,31,26,115,31
1423,76,76,79,90,76,83,76,132,76,76,76,76,76,76,76,76,76,76,79,74
1424,5,23,5,23,62,138,63,17,17,17,62,23,5,17,50,138,65,17,44,63
1425,39,55,39,34,39,39,39,117,39,39,39,38,39,117,39,39,39,38,39,39
1426,15,69,64,16,64,65,69,23,16,15,15,69,15,16,15,3,64,16,15,15
1427,23,110,6,25,142,57,143,69,11,20,116,57,6,29,143,57,99,29,142,150
1428,142,48,142,33,142,128,142,53,47,142,49,47,142,48,142,142,47,33,122,88
1429,31,31,40,31,40,31,40,31,31,31,31,31,40,31,40,31,40,31,40,40
1430,47,13,47,96,47,42,47,122,36,47,47,34,47,13,36,37,47,142,18,47
1431,89,89,92,89,89,89,92,89,89,89,94,89,134,89,89,89,89,89,97,134
1432,130,96,132,86,132,132,132,85,146,132,132,84,132,146,132,95,132,78,132,132
1433,45,27,45,26,45,27,68,27,150,67,150,3,20,27,45,27,20,26,70,70
1434,151,122,9,46,124,46,124,46,124,123,46,124,123,46,46,122,46,46,127,127
1435,46,122,128,122,128,122,128,128,142,128,128,142,128,128,128,128,128,46,128,128
1436,114,114,114,114,114,106,114,114,114,105,114,114,105,114,114,114,114,114,114,114
1437,122,122,122,123,122,122,124,122,123,124,124,122,124,123,123,122,122,122,122,122
1438,54,54,54,137,54,128,54,54,54,54,54,128,54,54,54,128,54,128,54,54
1439,88,85,84,84,88,88,88,84,88,85,88,88,85,85,88,85,88,84,88,88
1440,3,29,136,4,68,142,121,138,122,3,68,122,121,142,49,126,121,142,65,129
1441,6,60,47,60,24,126,60,128,142,47,128,55,62,141,118,121,30,136,22,36
1442,56,93,56,127,56,124,128,124,124,56,56,114,56,114,56,98,56,93,56,56
1443,4,23,4,150,29,137,29,0,29,29,4,65,29,55,4,23,50,2,4,4
1444,133,133,133,123,133,128,133,88,133,133,133,47,47,133,133,142,133,133,82,134
1445,26,112,26,112,26,112,26,65,26,26,72,69,26,15,26,33,26,15,26,26
1446,35,35,35,14,35,14,35,14,14,35,35,14,35,14,35,35,35,14,145,35
1447,4,4,4,4,4,6,4,4,4,4,4,29,4,29,4,4,4,4,4,4
1448,30,36,7,36,103,54,64,6,41,3,100,63,5,6,103,26,5,6,5,3
1449,145,145,144,145,144,63,144,145,144,144,144,145,144,145,145,63,144,145,145,145
1450,16,66,116,145,17,0,116,15,16,16,30,66,16,66,149,66,16,66,16,16
1451,133,133,133,123,133,142,123,123,133,133,133,47,133,47,133,88,133,88,14,76
1452,94,85,135,85,127,151,136,29,134,97,97,142,97,141,75,81,85,89,130,130
1453,142,142,47,133,142,111,143,143,47,88,142,133,142,47,88,142,111,88,122,88
1454,70,47,70,18,63,47,70,18,70,70,70,47,70,47,70,18,70,18,70,70
1455,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
1456,93,131,93,93,93,131,93,93,93,93,93,82,93,93,93,93,93,93,93,93
1457,149,39,149,122,26,122,26,39,116,26,129,27,149,116,127,124,149,26,39,116
1458,2,145,2,47,67,67,2,67,67,2,67,67,2,67,67,69,2,67,67,67
1459,45,25,45,45,45,36,45,45,25,45,45,45,45,45,45,36,45,45,45,45
1460,19,2,19,2,19,129,2,129,19,2,129,138,2,19,2,118,2,129,2,129
1461,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
1462,101,11,101,103,101,21,101,149,101,101,101,38,101,17,101,73,139,100,42,144
1463,6,6,6,6,6,71,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1464,36,12,36,67,36,142,125,122,142,36,36,120,36,11,36,69,36,4,117,36
1465,10,1,10,1,45,51,47,1,10,142,65,28,1,1,10,25,142,1,1,1
1466,134,134,134,134,134,134,134,134,134,134,134,97,134,134,134,134,134,134,134,134
1467,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
1468,85,85,86,95,85,82,84,82,81,81,81,95,97,85,85,81,81,84,81,97
1469,145,145,14,35,35,145,14,145,145,14,14,145,14,145,145,145,14,145,42,5
1470,95,95,95,97,95,95,95,95,95,77,95,89,95,77,95,89,130,97,95,95
1471,7,143,104,143,116,4,29,104,112,119,100,15,7,44,31,110,31,0,12,21
1472,7,141,7,7,7,56,7,151,7,7,7,137,7,7,7,7,7,7,7,7
1473,35,52,154,72,44,126,38,137,145,153,154,139,44,138,35,145,44,136,9,44
1474,17,5,17,17,17,100,5,103,5,5,5,5,17,58,17,59,17,5,5,5
1475,2,19,2,2,37,19,37,37,37,37,37,37,37,37,37,37,2,37,37,37
1476,27,27,27,27,27,27,27,27,27,27,27,125,27,45,27,27,27,27,27,27
1477,36,24,36,125,36,21,36,62,41,36,36,0,36,125,36,21,36,41,36,36
1478,107,107,107,107,107,107,107,107,107,107,107,58,107,107,107,107,107,107,107,107
1479,121,60,121,101,20,128,70,137,137,67,30,138,67,137,121,128,121,121,136,139
1480,59,22,59,22,59,66,59,59,59,59,59,22,59,22,59,22,59,22,59,59
1481,89,146,97,89,97,89,97,146,97,133,89,97,75,97,89,146,97,146,97,94
1482,110,143,143,7,142,149,143,6,6,12,110,57,143,142,29,122,11,23,35,12
1483,115,116,115,115,115,116,115,26,39,115,115,53,115,115,115,56,115,115,116,116
1484,133,88,88,142,142,128,133,88,133,133,133,47,133,133,133,128,133,133,14,76
1485,72,37,72,67,72,70,72,70,72,72,72,138,72,30,72,70,72,30,72,72
1486,133,133,88,123,123,122,133,131,133,133,88,133,47,133,133,88,133,78,82,82
1487,88,88,88,84,84,81,84,88,89,88,88,88,89,89,88,81,88,89,88,77
1488,153,37,1,132,153,24,1,70,0,1,64,30,1,37,125,27,44,37,125,0
1489,71,71,71,142,71,142,71,71,71,71,71,71,71,71,71,71,71,142,71,71
1490,19,2,19,19,19,31,19,43,19,19,19,0,19,118,19,31,19,2,19,19
1491,115,26,26,150,26,20,26,149,115,115,115,20,26,17,115,116,115,17,26,26
1492,39,37,39,31,39,31,39,31,19,39,39,31,39,31,39,31,39,39,39,39
1493,137,141,137,141,137,123,142,142,137,137,137,46,137,127,137,141,137,46,137,137
1494,48,27,27,57,27,32,48,57,48,27,27,33,27,57,48,48,27,57,27,27
1495,140,17,149,140,140,17,149,17,140,149,149,17,149,140,140,149,149,17,149,149
1496,86,91,87,90,87,84,95,85,87,132,90,93,90,90,84,90,84,84,86,86
1497,6,66,6,63,6,52,122,66,6,6,6,142,6,11,6,128,6,29,6,60
1498,133,133,88,48,142,122,133,131,47,133,88,47,47,133,133,142,133,105,82,82
1499,36,146,64,56,31,73,64,105,118,36,56,109,64,36,36,56,64,100,39,64
1500,42,102,102,129,42,42,102,42,19,102,102,102,102,42,42,102,102,102,42,42
1501,49,4,49,4,49,4,4,4,4,49,49,4,49,4,49,4,49,4,49,49
1502,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
1503,22,22,59,22,22,59,22,22,99,59,22,22,22,22,22,22,22,99,112,22
1504,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
1505,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
1506,88,48,88,122,142,122,133,123,133,133,88,47,47,133,133,142,133,48,98,82
1507,71,122,71,6,71,151,69,151,122,142,11,122,71,37,142,0,142,6,69,151
1508,134,135,134,137,134,135,134,134,134,134,97,135,134,134,134,135,134,135,134,134
1509,108,43,108,118,108,118,102,43,118,102,108,118,102,118,102,43,102,108,102,102
1510,134,97,97,134,134,92,134,134,134,94,134,97,134,134,134,97,134,134,134,134
1511,128,123,128,137,128,123,128,128,128,128,128,128,128,128,128,123,128,128,128,128
1512,10,9,10,9,10,9,10,9,10,10,10,10,10,10,10,9,10,9,10,10
1513,143,143,101,143,143,143,143,139,139,139,143,143,139,143,143,143,101,143,139,139
1514,59,152,152,59,152,59,152,59,152,152,152,152,152,152,59,152,152,152,59,152
1515,119,112,112,112,119,119,119,102,119,112,112,119,119,112,104,112,112,112,112,112
1516,109,109,109,109,109,109,109,109,109,109,109,102,109,109,109,109,109,109,109,109
1517,103,103,103,103,103,103,103,103,103,103,103,126,103,103,103,103,103,103,103,103
1518,126,128,149,128,128,128,79,128,128,101,55,128,101,128,128,128,79,128,128,128
1519,102,129,101,140,140,129,101,140,129,58,126,137,101,138,101,128,126,128,139,139
1520,133,133,133,135,133,97,133,93,133,133,133,131,88,133,133,88,133,96,82,82
1521,17,29,50,46,6,7,71,6,6,51,60,46,121,141,121,6,6,23,41,46
1522,50,103,6,62,6,142,4,6,112,49,56,142,49,69,142,121,6,121,50,49
1523,124,122,142,122,128,122,122,122,122,124,142,122,124,124,122,122,124,128,52,124
1524,122,24,123,7,122,116,122,142,142,142,142,47,137,47,126,29,137,142,145,142
1525,42,99,105,111,114,111,111,110,111,105,104,101,105,111,111,57,105,110,113,105
1526,64,150,64,41,64,24,64,118,118,64,64,101,64,118,64,118,64,72,21,21
1527,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1528,151,124,151,124,151,52,151,4,151,151,151,123,151,4,151,151,151,124,151,151
1529,94,88,94,76,133,94,88,94,89,88,133,79,148,76,133,75,94,88,94,94
1530,47,102,47,118,125,108,150,42,150,125,47,102,47,102,150,102,150,108,150,150
1531,82,81,82,81,81,81,82,81,82,82,82,81,82,81,82,97,82,81,81,82
1532,145,145,14,144,145,145,14,13,14,14,14,13,14,14,14,14,14,47,14,14
1533,110,128,143,128,101,128,111,137,128,110,111,142,110,143,114,128,143,114,101,106
1534,8,63,42,147,28,61,23,63,126,48,57,102,68,13,8,6,46,8,63,18
1535,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1536,36,144,130,36,36,144,8,95,36,33,36,36,47,142,33,130,42,36,130,10
1537,142,7,142,66,142,4,142,142,142,142,142,142,142,66,142,121,142,142,142,142
1538,12,12,12,17,12,12,12,69,12,12,12,12,12,12,12,69,12,58,12,12
1539,130,79,130,79,130,130,130,79,130,130,130,77,130,130,130,79,130,130,130,130
1540,112,104,104,104,112,104,112,112,104,104,112,104,104,112,104,104,104,104,104,104
1541,13,23,35,63,13,23,13,59,13,13,13,23,13,58,13,58,13,58,13,13
1542,13,13,13,13,13,13,13,13,13,13,13,34,13,13,13,13,13,13,13,13
1543,47,67,67,47,47,47,70,47,118,67,118,72,70,68,118,125,67,118,70,70
1544,88,76,83,75,75,88,86,75,82,88,88,75,76,133,75,89,88,75,96,76
1545,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1546,57,48,57,142,142,128,4,142,47,28,48,142,57,142,48,128,14,142,142,33
1547,133,133,88,142,142,142,133,133,133,133,88,47,88,133,133,142,133,133,14,88
1548,50,4,50,4,50,49,50,4,50,50,50,49,50,4,50,49,50,50,50,50
1549,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
1550,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
1551,133,133,133,123,133,97,123,88,123,47,133,123,47,133,133,88,133,133,80,122
1552,154,12,12,126,154,126,154,126,126,12,154,12,12,126,12,12,154,126,12,52
1553,44,1,44,35,44,1,44,1,44,44,44,102,44,1,44,1,44,44,44,44
1554,150,66,152,147,150,17,150,147,147,150,20,23,150,143,150,147,150,147,150,147
1555,72,26,3,39,3,72,3,19,21,21,72,72,21,44,3,39,3,39,72,3
1556,13,7,13,141,46,46,13,32,13,13,13,32,13,141,13,53,13,46,14,14
1557,44,56,44,45,44,44,44,45,44,44,44,44,44,56,44,56,44,45,44,44
1558,76,76,148,88,76,76,76,76,76,76,75,79,76,76,76,74,76,76,76,76
1559,133,24,133,142,133,116,47,32,47,47,142,48,32,142,133,82,88,32,142,88
1560,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148
1561,34,128,67,11,34,129,67,39,67,2,67,26,67,136,67,128,2,129,2,150
1562,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1563,133,48,132,123,123,128,123,88,133,133,133,47,88,133,133,142,133,88,82,88
1564,39,58,39,58,72,58,115,103,115,115,115,58,39,58,38,103,39,103,115,39
1565,28,128,126,137,52,138,119,128,142,126,28,138,10,138,10,128,28,128,128,12
1566,33,33,33,33,33,33,33,33,33,33,33,42,33,33,33,33,33,33,33,33
1567,97,95,97,81,97,134,148,148,134,148,81,97,148,134,148,134,97,97,85,81
1568,48,42,48,42,48,48,48,48,28,48,9,126,48,48,48,28,48,42,48,48
1569,108,69,108,27,108,39,108,39,108,108,108,39,108,39,108,70,108,39,108,108
1570,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
1571,19,19,19,2,19,2,19,43,19,19,19,72,19,19,19,2,19,39,19,19
1572,123,123,123,124,124,124,123,53,124,123,123,124,123,123,46,124,123,122,10,123
1573,60,60,60,60,60,7,60,60,60,60,60,60,60,60,60,60,60,60,60,60
1574,47,36,47,24,47,36,47,40,36,47,47,40,47,24,47,36,47,36,47,47
1575,147,147,147,139,147,149,147,147,147,12,6,66,12,139,12,139,12,142,66,147
1576,126,12,126,12,126,126,126,102,126,126,126,12,126,12,126,102,126,12,126,126
1577,8,57,28,33,8,65,8,34,8,8,28,8,8,100,8,57,8,69,8,28
1578,102,13,102,139,102,13,102,42,102,102,109,13,102,13,102,47,102,42,102,102
1579,77,77,77,146,77,95,77,77,77,77,77,77,77,77,77,77,77,77,77,77
1580,27,10,27,9,27,25,27,48,27,27,27,48,27,48,27,25,27,48,27,27
1581,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
1582,108,108,108,108,108,108,108,108,108,108,108,104,108,108,108,108,108,108,108,108
1583,32,56,32,56,32,56,32,32,25,32,32,25,32,56,25,30,32,32,25,25
1584,70,45,67,125,70,108,70,68,24,70,24,108,67,108,70,24,67,24,24,67
1585,4,4,4,4,4,4,4,51,4,4,4,4,4,4,4,4,4,4,4,4
1586,85,84,77,77,77,87,85,84,77,77,77,93,77,93,85,83,77,77,77,94
1587,133,133,133,96,133,133,133,132,133,133,133,133,148,148,133,133,133,133,133,133
1588,102,102,102,47,102,48,102,144,102,102,102,33,102,73,102,18,102,102,102,102
1589,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
1590,57,30,127,66,127,102,127,103,30,57,57,118,57,58,8,8,127,30,8,127
1591,2,68,70,38,70,24,125,24,2,70,40,24,125,24,150,31,24,68,24,125
1592,134,89,97,94,97,89,134,89,89,94,89,89,94,132,134,134,146,89,134,134
1593,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1594,17,3,17,17,17,5,17,5,115,17,17,17,17,115,17,5,17,17,5,17
1595,33,54,25,53,8,54,25,20,124,46,48,54,46,54,50,20,46,54,8,47
1596,28,28,8,28,28,28,28,28,28,28,28,28,8,28,8,28,28,28,28,28
1597,17,23,17,59,140,7,17,21,17,149,17,23,140,22,17,6,17,6,116,116
1598,127,37,146,124,124,114,11,95,124,36,36,112,99,119,127,114,146,119,117,119
1599,52,53,51,53,53,50,53,51,51,52,51,136,52,53,53,124,52,51,52,53
1600,89,96,93,87,131,82,79,148,91,131,132,98,93,130,93,96,91,130,132,93
1601,44,66,32,22,16,29,25,63,23,25,25,29,32,63,13,23,61,29,14,63
1602,5,5,17,36,5,64,140,15,140,5,17,37,17,17,5,31,17,5,17,17
1603,133,133,133,123,123,97,123,133,47,133,133,47,47,133,133,88,133,89,82,93
1604,133,133,133,123,133,133,133,88,47,133,88,47,47,133,133,142,133,88,14,138
1605,9,8,48,8,48,8,48,28,9,25,25,9,48,48,10,8,48,8,48,48
1606,107,55,107,120,107,117,99,2,113,107,107,101,107,101,107,19,107,120,29,99
1607,128,128,128,60,128,128,128,123,128,128,128,128,128,141,128,128,128,29,128,128
1608,36,51,40,15,15,48,36,27,53,36,15,47,24,51,36,20,15,34,122,47
1609,121,121,121,121,121,50,121,50,50,121,121,71,121,50,121,121,121,121,121,121
1610,65,129,71,126,71,126,69,136,126,69,63,71,69,126,65,137,69,52,69,136
1611,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
1612,131,131,130,81,131,131,130,131,131,85,79,131,85,131,131,78,131,77,131,85
1613,30,30,30,30,30,30,30,30,30,30,30,10,30,30,30,30,30,30,30,30
1614,142,4,142,142,142,142,142,88,142,142,142,142,142,142,142,111,137,142,142,136
1615,28,25,28,28,28,25,28,28,28,28,28,9,28,1,28,2,28,1,28,28
